9.654146487162219614e+01,1.010101010101010187e-02
9.975951370067626556e+01,1.010101010101010187e-02
1.029775625297303492e+02,1.010101010101010187e-02
1.061956113587844186e+02,1.010101010101010187e-02
1.094136601878385022e+02,1.010101010101010187e-02
1.126317090168925716e+02,1.010101010101010187e-02
1.158497578459466268e+02,1.010101010101010187e-02
1.190678066750007105e+02,1.010101010101010187e-02
1.222858555040547799e+02,1.010101010101010187e-02
1.255039043331088635e+02,1.010101010101010187e-02
1.287219531621629471e+02,1.010101010101010187e-02
1.319400019912170023e+02,1.010101010101010187e-02
1.351580508202710575e+02,1.010101010101010187e-02
1.383760996493251412e+02,1.010101010101010187e-02
1.415941484783792248e+02,1.010101010101010187e-02
1.448121973074333084e+02,1.010101010101010187e-02
1.480302461364873636e+02,1.010101010101010187e-02
1.512482949655414473e+02,1.010101010101010187e-02
1.544663437945955025e+02,1.010101010101010187e-02
1.576843926236495861e+02,1.010101010101010187e-02
1.609024414527036129e+02,1.010101010101010187e-02
1.641204902817577249e+02,1.010101010101010187e-02
1.673385391108117801e+02,1.010101010101010187e-02
1.705565879398658353e+02,1.010101010101010187e-02
1.737746367689199189e+02,1.010101010101010187e-02
1.769926855979740310e+02,1.010101010101010187e-02
1.802107344270280862e+02,1.010101010101010187e-02
1.834287832560821414e+02,1.010101010101010187e-02
1.866468320851362250e+02,1.010101010101010187e-02
1.898648809141902802e+02,1.010101010101010187e-02
1.930829297432443639e+02,1.010101010101010187e-02
1.963009785722984475e+02,1.010101010101010187e-02
1.995190274013525311e+02,1.010101010101010187e-02
2.027370762304065863e+02,1.010101010101010187e-02
2.059551250594606415e+02,1.010101010101010187e-02
2.091731738885147536e+02,1.010101010101010187e-02
2.123912227175688088e+02,1.010101010101010187e-02
2.156092715466228640e+02,1.010101010101010187e-02
2.188273203756769476e+02,1.010101010101010187e-02
2.220453692047310597e+02,1.010101010101010187e-02
2.252634180337851149e+02,1.010101010101010187e-02
2.284814668628391701e+02,1.010101010101010187e-02
2.316995156918932537e+02,1.010101010101010187e-02
2.349175645209473089e+02,1.010101010101010187e-02
2.381356133500013925e+02,1.010101010101010187e-02
2.413536621790554761e+02,1.010101010101010187e-02
2.445717110081095313e+02,1.010101010101010187e-02
2.477897598371636150e+02,1.010101010101010187e-02
2.510078086662176702e+02,1.010101010101010187e-02
2.542258574952717822e+02,1.010101010101010187e-02
2.574439063243258374e+02,1.010101010101010187e-02
2.606619551533798926e+02,1.010101010101010187e-02
2.638800039824340047e+02,1.010101010101010187e-02
2.670980528114880599e+02,1.010101010101010187e-02
2.703161016405421151e+02,1.010101010101010187e-02
2.735341504695961703e+02,1.010101010101010187e-02
2.767521992986502823e+02,1.010101010101010187e-02
2.799702481277043375e+02,1.010101010101010187e-02
2.831882969567583928e+02,1.010101010101010187e-02
2.864063457858125048e+02,1.010101010101010187e-02
2.896243946148665600e+02,1.010101010101010187e-02
2.928424434439206721e+02,1.010101010101010187e-02
2.960604922729747273e+02,1.010101010101010187e-02
2.992785411020287825e+02,1.010101010101010187e-02
3.024965899310828377e+02,1.010101010101010187e-02
3.057146387601369497e+02,1.010101010101010187e-02
3.089326875891910049e+02,1.010101010101010187e-02
3.121507364182450601e+02,1.010101010101010187e-02
3.153687852472991722e+02,1.010101010101010187e-02
3.185868340763532274e+02,1.010101010101010187e-02
9.999999999999999988e-15,2.020202020202020374e-02
3.218048829054073412e+00,2.020202020202020374e-02
6.436097658108146824e+00,2.020202020202020374e-02
9.654146487162218904e+00,2.020202020202020374e-02
1.287219531621629365e+01,2.020202020202020374e-02
1.609024414527036839e+01,2.020202020202020374e-02
1.930829297432443781e+01,2.020202020202020374e-02
2.252634180337851433e+01,2.020202020202020374e-02
2.574439063243258730e+01,2.020202020202020374e-02
2.896243946148665671e+01,2.020202020202020374e-02
3.218048829054073678e+01,2.020202020202020374e-02
3.539853711959480620e+01,2.020202020202020374e-02
3.861658594864887561e+01,2.020202020202020374e-02
4.183463477770295214e+01,2.020202020202020374e-02
4.505268360675702866e+01,2.020202020202020374e-02
4.827073243581109807e+01,2.020202020202020374e-02
5.148878126486517459e+01,2.020202020202020374e-02
5.470683009391925111e+01,2.020202020202020374e-02
5.792487892297331342e+01,2.020202020202020374e-02
6.114292775202738994e+01,2.020202020202020374e-02
6.436097658108147357e+01,2.020202020202020374e-02
6.757902541013552877e+01,2.020202020202020374e-02
7.079707423918961240e+01,2.020202020202020374e-02
7.401512306824368181e+01,2.020202020202020374e-02
7.723317189729775123e+01,2.020202020202020374e-02
8.045122072635183486e+01,2.020202020202020374e-02
8.366926955540590427e+01,2.020202020202020374e-02
8.688731838445998790e+01,2.020202020202020374e-02
9.010536721351405731e+01,2.020202020202020374e-02
9.332341604256811252e+01,2.020202020202020374e-02
9.654146487162219614e+01,2.020202020202020374e-02
9.975951370067626556e+01,2.020202020202020374e-02
1.029775625297303492e+02,2.020202020202020374e-02
1.061956113587844186e+02,2.020202020202020374e-02
1.094136601878385022e+02,2.020202020202020374e-02
1.126317090168925716e+02,2.020202020202020374e-02
1.158497578459466268e+02,2.020202020202020374e-02
1.190678066750007105e+02,2.020202020202020374e-02
1.222858555040547799e+02,2.020202020202020374e-02
1.255039043331088635e+02,2.020202020202020374e-02
1.287219531621629471e+02,2.020202020202020374e-02
1.319400019912170023e+02,2.020202020202020374e-02
1.351580508202710575e+02,2.020202020202020374e-02
1.383760996493251412e+02,2.020202020202020374e-02
1.415941484783792248e+02,2.020202020202020374e-02
1.448121973074333084e+02,2.020202020202020374e-02
1.480302461364873636e+02,2.020202020202020374e-02
1.512482949655414473e+02,2.020202020202020374e-02
1.544663437945955025e+02,2.020202020202020374e-02
1.576843926236495861e+02,2.020202020202020374e-02
1.609024414527036129e+02,2.020202020202020374e-02
1.641204902817577249e+02,2.020202020202020374e-02
1.673385391108117801e+02,2.020202020202020374e-02
1.705565879398658353e+02,2.020202020202020374e-02
1.737746367689199189e+02,2.020202020202020374e-02
1.769926855979740310e+02,2.020202020202020374e-02
1.802107344270280862e+02,2.020202020202020374e-02
1.834287832560821414e+02,2.020202020202020374e-02
1.866468320851362250e+02,2.020202020202020374e-02
1.898648809141902802e+02,2.020202020202020374e-02
1.930829297432443639e+02,2.020202020202020374e-02
1.963009785722984475e+02,2.020202020202020374e-02
1.995190274013525311e+02,2.020202020202020374e-02
2.027370762304065863e+02,2.020202020202020374e-02
2.059551250594606415e+02,2.020202020202020374e-02
2.091731738885147536e+02,2.020202020202020374e-02
2.123912227175688088e+02,2.020202020202020374e-02
2.156092715466228640e+02,2.020202020202020374e-02
2.188273203756769476e+02,2.020202020202020374e-02
2.220453692047310597e+02,2.020202020202020374e-02
2.252634180337851149e+02,2.020202020202020374e-02
2.284814668628391701e+02,2.020202020202020374e-02
2.316995156918932537e+02,2.020202020202020374e-02
2.349175645209473089e+02,2.020202020202020374e-02
2.381356133500013925e+02,2.020202020202020374e-02
2.413536621790554761e+02,2.020202020202020374e-02
2.445717110081095313e+02,2.020202020202020374e-02
2.477897598371636150e+02,2.020202020202020374e-02
2.510078086662176702e+02,2.020202020202020374e-02
2.542258574952717822e+02,2.020202020202020374e-02
2.574439063243258374e+02,2.020202020202020374e-02
2.606619551533798926e+02,2.020202020202020374e-02
2.638800039824340047e+02,2.020202020202020374e-02
2.670980528114880599e+02,2.020202020202020374e-02
2.703161016405421151e+02,2.020202020202020374e-02
2.735341504695961703e+02,2.020202020202020374e-02
2.767521992986502823e+02,2.020202020202020374e-02
2.799702481277043375e+02,2.020202020202020374e-02
2.831882969567583928e+02,2.020202020202020374e-02
2.864063457858125048e+02,2.020202020202020374e-02
2.896243946148665600e+02,2.020202020202020374e-02
2.928424434439206721e+02,2.020202020202020374e-02
2.960604922729747273e+02,2.020202020202020374e-02
2.992785411020287825e+02,2.020202020202020374e-02
3.024965899310828377e+02,2.020202020202020374e-02
3.057146387601369497e+02,2.020202020202020374e-02
3.089326875891910049e+02,2.020202020202020374e-02
3.121507364182450601e+02,2.020202020202020374e-02
3.153687852472991722e+02,2.020202020202020374e-02
3.185868340763532274e+02,2.020202020202020374e-02
9.999999999999999988e-15,3.030303030303030387e-02
3.218048829054073412e+00,3.030303030303030387e-02
6.436097658108146824e+00,3.030303030303030387e-02
9.654146487162218904e+00,3.030303030303030387e-02
1.287219531621629365e+01,3.030303030303030387e-02
1.609024414527036839e+01,3.030303030303030387e-02
1.930829297432443781e+01,3.030303030303030387e-02
2.252634180337851433e+01,3.030303030303030387e-02
2.574439063243258730e+01,3.030303030303030387e-02
2.896243946148665671e+01,3.030303030303030387e-02
3.218048829054073678e+01,3.030303030303030387e-02
3.539853711959480620e+01,3.030303030303030387e-02
3.861658594864887561e+01,3.030303030303030387e-02
4.183463477770295214e+01,3.030303030303030387e-02
4.505268360675702866e+01,3.030303030303030387e-02
4.827073243581109807e+01,3.030303030303030387e-02
5.148878126486517459e+01,3.030303030303030387e-02
5.470683009391925111e+01,3.030303030303030387e-02
5.792487892297331342e+01,3.030303030303030387e-02
6.114292775202738994e+01,3.030303030303030387e-02
6.436097658108147357e+01,3.030303030303030387e-02
6.757902541013552877e+01,3.030303030303030387e-02
7.079707423918961240e+01,3.030303030303030387e-02
7.401512306824368181e+01,3.030303030303030387e-02
7.723317189729775123e+01,3.030303030303030387e-02
8.045122072635183486e+01,3.030303030303030387e-02
8.366926955540590427e+01,3.030303030303030387e-02
8.688731838445998790e+01,3.030303030303030387e-02
9.010536721351405731e+01,3.030303030303030387e-02
9.332341604256811252e+01,3.030303030303030387e-02
9.654146487162219614e+01,3.030303030303030387e-02
9.975951370067626556e+01,3.030303030303030387e-02
1.029775625297303492e+02,3.030303030303030387e-02
1.061956113587844186e+02,3.030303030303030387e-02
1.094136601878385022e+02,3.030303030303030387e-02
1.126317090168925716e+02,3.030303030303030387e-02
1.158497578459466268e+02,3.030303030303030387e-02
1.190678066750007105e+02,3.030303030303030387e-02
1.222858555040547799e+02,3.030303030303030387e-02
1.255039043331088635e+02,3.030303030303030387e-02
1.287219531621629471e+02,3.030303030303030387e-02
1.319400019912170023e+02,3.030303030303030387e-02
1.351580508202710575e+02,3.030303030303030387e-02
1.383760996493251412e+02,3.030303030303030387e-02
1.415941484783792248e+02,3.030303030303030387e-02
1.448121973074333084e+02,3.030303030303030387e-02
1.480302461364873636e+02,3.030303030303030387e-02
1.512482949655414473e+02,3.030303030303030387e-02
1.544663437945955025e+02,3.030303030303030387e-02
1.576843926236495861e+02,3.030303030303030387e-02
1.609024414527036129e+02,3.030303030303030387e-02
1.641204902817577249e+02,3.030303030303030387e-02
1.673385391108117801e+02,3.030303030303030387e-02
1.705565879398658353e+02,3.030303030303030387e-02
1.737746367689199189e+02,3.030303030303030387e-02
1.769926855979740310e+02,3.030303030303030387e-02
1.802107344270280862e+02,3.030303030303030387e-02
1.834287832560821414e+02,3.030303030303030387e-02
1.866468320851362250e+02,3.030303030303030387e-02
1.898648809141902802e+02,3.030303030303030387e-02
1.930829297432443639e+02,3.030303030303030387e-02
1.963009785722984475e+02,3.030303030303030387e-02
1.995190274013525311e+02,3.030303030303030387e-02
2.027370762304065863e+02,3.030303030303030387e-02
2.059551250594606415e+02,3.030303030303030387e-02
2.091731738885147536e+02,3.030303030303030387e-02
2.123912227175688088e+02,3.030303030303030387e-02
2.156092715466228640e+02,3.030303030303030387e-02
2.188273203756769476e+02,3.030303030303030387e-02
2.220453692047310597e+02,3.030303030303030387e-02
2.252634180337851149e+02,3.030303030303030387e-02
2.284814668628391701e+02,3.030303030303030387e-02
2.316995156918932537e+02,3.030303030303030387e-02
2.349175645209473089e+02,3.030303030303030387e-02
2.381356133500013925e+02,3.030303030303030387e-02
2.413536621790554761e+02,3.030303030303030387e-02
2.445717110081095313e+02,3.030303030303030387e-02
2.477897598371636150e+02,3.030303030303030387e-02
2.510078086662176702e+02,3.030303030303030387e-02
2.542258574952717822e+02,3.030303030303030387e-02
2.574439063243258374e+02,3.030303030303030387e-02
2.606619551533798926e+02,3.030303030303030387e-02
2.638800039824340047e+02,3.030303030303030387e-02
2.670980528114880599e+02,3.030303030303030387e-02
2.703161016405421151e+02,3.030303030303030387e-02
2.735341504695961703e+02,3.030303030303030387e-02
2.767521992986502823e+02,3.030303030303030387e-02
2.799702481277043375e+02,3.030303030303030387e-02
2.831882969567583928e+02,3.030303030303030387e-02
2.864063457858125048e+02,3.030303030303030387e-02
2.896243946148665600e+02,3.030303030303030387e-02
2.928424434439206721e+02,3.030303030303030387e-02
2.960604922729747273e+02,3.030303030303030387e-02
2.992785411020287825e+02,3.030303030303030387e-02
3.024965899310828377e+02,3.030303030303030387e-02
3.057146387601369497e+02,3.030303030303030387e-02
3.089326875891910049e+02,3.030303030303030387e-02
3.121507364182450601e+02,3.030303030303030387e-02
3.153687852472991722e+02,3.030303030303030387e-02
3.185868340763532274e+02,3.030303030303030387e-02
9.999999999999999988e-15,4.040404040404040747e-02
3.218048829054073412e+00,4.040404040404040747e-02
6.436097658108146824e+00,4.040404040404040747e-02
9.654146487162218904e+00,4.040404040404040747e-02
1.287219531621629365e+01,4.040404040404040747e-02
1.609024414527036839e+01,4.040404040404040747e-02
1.930829297432443781e+01,4.040404040404040747e-02
2.252634180337851433e+01,4.040404040404040747e-02
2.574439063243258730e+01,4.040404040404040747e-02
2.896243946148665671e+01,4.040404040404040747e-02
3.218048829054073678e+01,4.040404040404040747e-02
3.539853711959480620e+01,4.040404040404040747e-02
3.861658594864887561e+01,4.040404040404040747e-02
4.183463477770295214e+01,4.040404040404040747e-02
4.505268360675702866e+01,4.040404040404040747e-02
4.827073243581109807e+01,4.040404040404040747e-02
5.148878126486517459e+01,4.040404040404040747e-02
5.470683009391925111e+01,4.040404040404040747e-02
5.792487892297331342e+01,4.040404040404040747e-02
6.114292775202738994e+01,4.040404040404040747e-02
6.436097658108147357e+01,4.040404040404040747e-02
6.757902541013552877e+01,4.040404040404040747e-02
7.079707423918961240e+01,4.040404040404040747e-02
7.401512306824368181e+01,4.040404040404040747e-02
7.723317189729775123e+01,4.040404040404040747e-02
8.045122072635183486e+01,4.040404040404040747e-02
8.366926955540590427e+01,4.040404040404040747e-02
8.688731838445998790e+01,4.040404040404040747e-02
9.010536721351405731e+01,4.040404040404040747e-02
9.332341604256811252e+01,4.040404040404040747e-02
9.654146487162219614e+01,4.040404040404040747e-02
9.975951370067626556e+01,4.040404040404040747e-02
1.029775625297303492e+02,4.040404040404040747e-02
1.061956113587844186e+02,4.040404040404040747e-02
1.094136601878385022e+02,4.040404040404040747e-02
1.126317090168925716e+02,4.040404040404040747e-02
1.158497578459466268e+02,4.040404040404040747e-02
1.190678066750007105e+02,4.040404040404040747e-02
1.222858555040547799e+02,4.040404040404040747e-02
1.255039043331088635e+02,4.040404040404040747e-02
1.287219531621629471e+02,4.040404040404040747e-02
1.319400019912170023e+02,4.040404040404040747e-02
1.351580508202710575e+02,4.040404040404040747e-02
1.383760996493251412e+02,4.040404040404040747e-02
1.415941484783792248e+02,4.040404040404040747e-02
1.448121973074333084e+02,4.040404040404040747e-02
1.480302461364873636e+02,4.040404040404040747e-02
1.512482949655414473e+02,4.040404040404040747e-02
1.544663437945955025e+02,4.040404040404040747e-02
1.576843926236495861e+02,4.040404040404040747e-02
1.609024414527036129e+02,4.040404040404040747e-02
1.641204902817577249e+02,4.040404040404040747e-02
1.673385391108117801e+02,4.040404040404040747e-02
1.705565879398658353e+02,4.040404040404040747e-02
1.737746367689199189e+02,4.040404040404040747e-02
1.769926855979740310e+02,4.040404040404040747e-02
1.802107344270280862e+02,4.040404040404040747e-02
1.834287832560821414e+02,4.040404040404040747e-02
1.866468320851362250e+02,4.040404040404040747e-02
1.898648809141902802e+02,4.040404040404040747e-02
1.930829297432443639e+02,4.040404040404040747e-02
1.963009785722984475e+02,4.040404040404040747e-02
1.995190274013525311e+02,4.040404040404040747e-02
2.027370762304065863e+02,4.040404040404040747e-02
2.059551250594606415e+02,4.040404040404040747e-02
2.091731738885147536e+02,4.040404040404040747e-02
2.123912227175688088e+02,4.040404040404040747e-02
2.156092715466228640e+02,4.040404040404040747e-02
2.188273203756769476e+02,4.040404040404040747e-02
2.220453692047310597e+02,4.040404040404040747e-02
2.252634180337851149e+02,4.040404040404040747e-02
2.284814668628391701e+02,4.040404040404040747e-02
2.316995156918932537e+02,4.040404040404040747e-02
2.349175645209473089e+02,4.040404040404040747e-02
2.381356133500013925e+02,4.040404040404040747e-02
2.413536621790554761e+02,4.040404040404040747e-02
2.445717110081095313e+02,4.040404040404040747e-02
2.477897598371636150e+02,4.040404040404040747e-02
2.510078086662176702e+02,4.040404040404040747e-02
2.542258574952717822e+02,4.040404040404040747e-02
2.574439063243258374e+02,4.040404040404040747e-02
2.606619551533798926e+02,4.040404040404040747e-02
2.638800039824340047e+02,4.040404040404040747e-02
2.670980528114880599e+02,4.040404040404040747e-02
2.703161016405421151e+02,4.040404040404040747e-02
2.735341504695961703e+02,4.040404040404040747e-02
2.767521992986502823e+02,4.040404040404040747e-02
2.799702481277043375e+02,4.040404040404040747e-02
2.831882969567583928e+02,4.040404040404040747e-02
2.864063457858125048e+02,4.040404040404040747e-02
2.896243946148665600e+02,4.040404040404040747e-02
2.928424434439206721e+02,4.040404040404040747e-02
2.960604922729747273e+02,4.040404040404040747e-02
2.992785411020287825e+02,4.040404040404040747e-02
3.024965899310828377e+02,4.040404040404040747e-02
3.057146387601369497e+02,4.040404040404040747e-02
3.089326875891910049e+02,4.040404040404040747e-02
3.121507364182450601e+02,4.040404040404040747e-02
3.153687852472991722e+02,4.040404040404040747e-02
3.185868340763532274e+02,4.040404040404040747e-02
9.999999999999999988e-15,5.050505050505051108e-02
3.218048829054073412e+00,5.050505050505051108e-02
6.436097658108146824e+00,5.050505050505051108e-02
9.654146487162218904e+00,5.050505050505051108e-02
1.287219531621629365e+01,5.050505050505051108e-02
1.609024414527036839e+01,5.050505050505051108e-02
1.930829297432443781e+01,5.050505050505051108e-02
2.252634180337851433e+01,5.050505050505051108e-02
2.574439063243258730e+01,5.050505050505051108e-02
2.896243946148665671e+01,5.050505050505051108e-02
3.218048829054073678e+01,5.050505050505051108e-02
3.539853711959480620e+01,5.050505050505051108e-02
3.861658594864887561e+01,5.050505050505051108e-02
4.183463477770295214e+01,5.050505050505051108e-02
4.505268360675702866e+01,5.050505050505051108e-02
4.827073243581109807e+01,5.050505050505051108e-02
5.148878126486517459e+01,5.050505050505051108e-02
5.470683009391925111e+01,5.050505050505051108e-02
5.792487892297331342e+01,5.050505050505051108e-02
6.114292775202738994e+01,5.050505050505051108e-02
6.436097658108147357e+01,5.050505050505051108e-02
6.757902541013552877e+01,5.050505050505051108e-02
7.079707423918961240e+01,5.050505050505051108e-02
7.401512306824368181e+01,5.050505050505051108e-02
7.723317189729775123e+01,5.050505050505051108e-02
8.045122072635183486e+01,5.050505050505051108e-02
8.366926955540590427e+01,5.050505050505051108e-02
8.688731838445998790e+01,5.050505050505051108e-02
9.010536721351405731e+01,5.050505050505051108e-02
9.332341604256811252e+01,5.050505050505051108e-02
9.654146487162219614e+01,5.050505050505051108e-02
9.975951370067626556e+01,5.050505050505051108e-02
1.029775625297303492e+02,5.050505050505051108e-02
1.061956113587844186e+02,5.050505050505051108e-02
1.094136601878385022e+02,5.050505050505051108e-02
1.126317090168925716e+02,5.050505050505051108e-02
1.158497578459466268e+02,5.050505050505051108e-02
1.190678066750007105e+02,5.050505050505051108e-02
1.222858555040547799e+02,5.050505050505051108e-02
1.255039043331088635e+02,5.050505050505051108e-02
1.287219531621629471e+02,5.050505050505051108e-02
1.319400019912170023e+02,5.050505050505051108e-02
1.351580508202710575e+02,5.050505050505051108e-02
1.383760996493251412e+02,5.050505050505051108e-02
1.415941484783792248e+02,5.050505050505051108e-02
1.448121973074333084e+02,5.050505050505051108e-02
1.480302461364873636e+02,5.050505050505051108e-02
1.512482949655414473e+02,5.050505050505051108e-02
1.544663437945955025e+02,5.050505050505051108e-02
1.576843926236495861e+02,5.050505050505051108e-02
1.609024414527036129e+02,5.050505050505051108e-02
1.641204902817577249e+02,5.050505050505051108e-02
1.673385391108117801e+02,5.050505050505051108e-02
1.705565879398658353e+02,5.050505050505051108e-02
1.737746367689199189e+02,5.050505050505051108e-02
1.769926855979740310e+02,5.050505050505051108e-02
1.802107344270280862e+02,5.050505050505051108e-02
1.834287832560821414e+02,5.050505050505051108e-02
1.866468320851362250e+02,5.050505050505051108e-02
1.898648809141902802e+02,5.050505050505051108e-02
1.930829297432443639e+02,5.050505050505051108e-02
1.963009785722984475e+02,5.050505050505051108e-02
1.995190274013525311e+02,5.050505050505051108e-02
2.027370762304065863e+02,5.050505050505051108e-02
2.059551250594606415e+02,5.050505050505051108e-02
2.091731738885147536e+02,5.050505050505051108e-02
2.123912227175688088e+02,5.050505050505051108e-02
2.156092715466228640e+02,5.050505050505051108e-02
2.188273203756769476e+02,5.050505050505051108e-02
2.220453692047310597e+02,5.050505050505051108e-02
2.252634180337851149e+02,5.050505050505051108e-02
2.284814668628391701e+02,5.050505050505051108e-02
2.316995156918932537e+02,5.050505050505051108e-02
2.349175645209473089e+02,5.050505050505051108e-02
2.381356133500013925e+02,5.050505050505051108e-02
2.413536621790554761e+02,5.050505050505051108e-02
2.445717110081095313e+02,5.050505050505051108e-02
2.477897598371636150e+02,5.050505050505051108e-02
2.510078086662176702e+02,5.050505050505051108e-02
2.542258574952717822e+02,5.050505050505051108e-02
2.574439063243258374e+02,5.050505050505051108e-02
2.606619551533798926e+02,5.050505050505051108e-02
2.638800039824340047e+02,5.050505050505051108e-02
